ch.1_0,0.0,1.0
ch.1_1,2.0,0.37582508748869836
ch.1_10,4.0,1.0
ch.1_100,6.0,0.6631172453203822
ch.1_101,6.0,0.7
ch.1_102,4.0,1.0
ch.1_10,0.0,1.0
ch.1_104,11.0,0.4857142857142857
ch.1_105,8.0,0.39761475195653073
ch.1_106,6.0,0.7
ch.1_107,2.0,1.0
ch.1_108,4.0,1.0
ch.1_109,2.0,1.0
ch.1_11,32.0,0.3705670479246522
ch.1_110,2.0,1.0
ch.1_111,0.0,1.0
ch.1_112,0.0,1.0
ch.1_11,3.0,0.183150203156622
ch.1_114,16.0,0.5476190476190477
ch.1_115,2.0,1.0
ch.1_116,2.0,1.0
ch.1_117,1.0,0.6666666666666666
ch.1_118,5.0,0.04457559645720928
ch.1_119,2.0,0.37582508748869836
ch.1_12,0.0,1.0
ch.1_120,8.0,0.39761475195653073
ch.1_121,12.0,1.0
ch.1_122,4.0,1.0
ch.1_12,6.0,0.7
ch.1_124,7.5,0.33211197790172275
ch.1_125,1.0,0.6666666666666666
ch.1_126,0.0,1.0
ch.1_127,1.0,0.6666666666666666
ch.1_128,3.5,0.8247780950825133
ch.1_129,5.0,1.0
ch.1_1,2.0,0.36868826936178156
ch.1_130,0.0,1.0
ch.1_131,0.0,1.0
ch.1_132,2.0,1.0
ch.1_1,12.0,1.0
ch.1_134,1.0,0.6666666666666666
ch.1_135,0.0,1.0
ch.1_136,6.0,0.7
ch.1_137,13.0,1.0
ch.1_138,11.0,0.46782507728497025
ch.1_139,1.0,0.6666666666666666
ch.1_14,22.0,0.7974247416578414
ch.1_140,18.0,0.43821080248252353
ch.1_141,9.0,0.8857142857142857
ch.1_142,6.0,0.7
ch.1_14,2.0,1.0
ch.1_144,0.0,1.0
ch.1_145,0.0,1.0
ch.1_146,23.0,0.47039300443864773
ch.1_147,14.0,0.8412698412698413
ch.1_148,2.0,1.0
ch.1_149,5.0,0.4857142857142857
ch.1_15,0.0,1.0
ch.1_150,54.0,0.7901777239971897
ch.1_151,5.0,0.4857142857142857
ch.1_152,2.0,1.0
ch.1_15,9.0,0.8845494388529623
ch.1_154,0.0,1.0
ch.1_155,2.0,1.0
ch.1_156,12.0,0.1164240425456285
ch.1_157,0.0,1.0
ch.1_158,4.0,1.0
ch.1_159,345.0,3.4218618323448e-10
ch.1_16,0.0,1.0
ch.1_160,8.0,1.0
ch.1_161,57.0,8.06829233575243e-06
ch.1_162,1.0,0.6666666666666666
ch.1_16,10.0,0.021910969802053402
ch.1_164,3.0,0.7
ch.1_165,16.0,0.5476190476190477
ch.1_166,1.0,0.6666666666666666
ch.1_167,2.0,1.0
ch.1_168,0.0,1.0
ch.1_169,33.0,0.9580911282267016
ch.1_17,2.0,1.0
ch.1_170,1.0,0.6666666666666666
ch.1_171,2.0,1.0
ch.1_172,2.0,1.0
ch.1_17,0.0,1.0
ch.1_174,0.0,1.0
ch.1_175,2.0,1.0
ch.1_176,3.0,0.183150203156622
ch.1_177,1.0,0.6666666666666666
ch.1_178,7.0,0.8857142857142857
ch.1_179,2.0,1.0
ch.1_18,0.0,1.0
ch.1_180,8.0,0.39761475195653073
ch.1_181,2.0,1.0
ch.1_182,2.0,1.0
ch.1_18,6.0,0.6631172453203822
ch.1_184,6.0,0.7
ch.1_185,4.0,1.0
ch.1_186,2.0,1.0
ch.1_187,0.0,1.0
ch.1_188,0.0,1.0
ch.1_189,30.0,0.8743670611628918
ch.1_19,33.0,0.31759906759906764
ch.1_190,0.0,1.0
ch.1_191,3.0,0.183150203156622
ch.1_192,1.0,0.6666666666666666
ch.1_19,0.0,1.0
ch.1_194,25.0,0.29710698354709286
ch.1_195,9.0,0.8857142857142857
ch.1_196,3.0,0.7
ch.1_197,2.0,1.0
ch.1_198,2.0,1.0
ch.1_199,6.0,0.20450053332564166
ch.1_2,0.0,1.0
ch.1_20,0.0,1.0
ch.1_200,6.0,0.7
ch.1_201,1.0,0.6666666666666666
ch.1_202,0.0,1.0
ch.1_20,35.0,0.7922976624962125
ch.1_204,9.0,0.8857142857142857
ch.1_205,40.0,0.1845565603775493
ch.1_206,16.0,0.03079197476008656
ch.1_207,0.0,1.0
ch.1_208,2.0,1.0
ch.1_209,5.0,1.0
ch.1_21,2.0,1.0
ch.1_210,6.0,0.7
ch.1_211,0.0,1.0
ch.1_212,40.0,0.05303030303030303
ch.1_21,14.0,0.0008962859670651568
ch.1_214,0.0,1.0
ch.1_215,74.0,0.2775321891827749
ch.1_216,17.0,0.3652328515425507
ch.1_217,5.0,1.0
ch.1_218,9.0,0.8857142857142857
ch.1_219,2.0,1.0
ch.1_22,0.0,1.0
ch.1_220,19.0,0.18269447121494797
ch.1_221,6.0,0.20869044313696405
ch.1_222,8.0,1.0
ch.1_22,6.0,0.661196707936934
ch.1_224,1.0,0.6666666666666666
ch.1_225,48.0,0.0616716425134672
ch.1_226,6.0,0.661196707936934
ch.1_227,33.0,0.31759906759906764
ch.1_228,4.0,1.0
ch.1_229,0.0,1.0
ch.1_2,108.0,0.0005263492611708708
ch.1_230,9.0,0.8857142857142857
ch.1_231,0.0,1.0
ch.1_232,0.0,1.0
ch.1_2,0.0,1.0
ch.1_234,0.0,1.0
ch.1_235,2.0,1.0
ch.1_236,0.0,1.0
ch.1_237,69.0,0.07059742651302364
ch.1_238,12.0,0.34285714285714286
ch.1_239,2.0,1.0
ch.1_24,2.0,0.37582508748869836
ch.1_240,7.0,0.8857142857142857
ch.1_241,4.0,0.09523809523809523
ch.1_242,4.0,1.0
ch.1_24,1.0,0.6666666666666666
ch.1_244,1.0,0.6666666666666666
ch.1_245,6.0,0.7
ch.1_246,2.0,1.0
ch.1_247,16.0,0.5476190476190477
ch.1_248,0.0,1.0
ch.1_249,21.0,0.6991341991341992
ch.1_25,1.0,0.6666666666666666
ch.1_250,9.0,0.5296192990034517
ch.1_251,1.0,0.6666666666666666
ch.1_252,1.0,0.6666666666666666
ch.1_25,5.0,1.0
ch.1_254,2.0,0.4
ch.1_255,0.0,1.0
ch.1_256,15.0,0.6904761904761905
ch.1_257,0.0,1.0
ch.1_258,17.0,0.9360746770666198
ch.1_259,14.0,0.05915043625831075
ch.1_26,4.0,1.0
ch.1_260,2.0,1.0
ch.1_261,6.0,0.661196707936934
ch.1_262,14.0,0.8412698412698413
ch.1_26,0.0,1.0
ch.1_264,1.0,0.6666666666666666
ch.1_265,17.0,0.9372294372294373
ch.1_266,0.0,1.0
ch.1_267,6.0,0.6631172453203822
ch.1_268,0.0,1.0
ch.1_269,5.0,0.03758071068136463
ch.1_27,0.0,1.0
ch.1_270,0.0,1.0
ch.1_271,3.0,0.19126698687886878
ch.1_272,9.0,0.8857142857142857
ch.1_27,6.0,0.6631172453203822
ch.1_274,1.0,0.6666666666666666
ch.1_275,9.0,0.8845494388529623
ch.1_276,0.0,1.0
ch.1_277,35.0,0.20862470862470864
ch.1_278,7.0,0.8857142857142857
ch.1_279,0.0,1.0
ch.1_28,0.0,1.0
ch.1_280,183.0,1.8902392161021205e-07
ch.1_281,36.0,0.16491841491841494
ch.1_282,34.0,0.00824110787352341
ch.1_28,0.0,0.3333333333333333
ch.1_284,2.0,0.36868826936178156
ch.1_285,6.0,0.6631172453203822
ch.1_286,7.0,0.8857142857142857
ch.1_287,12.0,0.34285714285714286
