ce.1.0.APC.base.gff,-0.0027781367337488465,0.9978734352434732,T-TEST
ce.1.1.APC.base.gff,nan,nan,T-TEST
ce.1.10.APC.base.gff,0.2857142857142857,0.9627039627039629,KS-TEST
ce.1.100.APC.base.gff,-0.05290899420012372,0.9626138466074763,T-TEST
ce.1.101.APC.base.gff,nan,nan,T-TEST
ce.1.102.APC.base.gff,-0.047331193952566554,0.9665505202830833,T-TEST
ce.1.103.APC.base.gff,-0.010983331106790714,0.991592835674743,T-TEST
ce.1.104.APC.base.gff,-0.33573693688405715,0.7690179534819466,T-TEST
ce.1.105.APC.base.gff,-0.4223987313657432,0.7138117962898817,T-TEST
ce.1.106.APC.base.gff,nan,nan,T-TEST
ce.1.107.APC.base.gff,nan,nan,T-TEST
ce.1.108.APC.base.gff,-0.3787578519502138,0.7127850879763022,T-TEST
ce.1.109.APC.base.gff,nan,nan,T-TEST
ce.1.11.APC.base.gff,-0.4444353679418887,0.6723095099166415,T-TEST
ce.1.110.APC.base.gff,-0.22726041087741505,0.8313641337400982,T-TEST
ce.1.111.APC.base.gff,-0.4868138276143836,0.6394472267515848,T-TEST
ce.1.112.APC.base.gff,-0.3398076706291162,0.7510948267571324,T-TEST
ce.1.113.APC.base.gff,-0.009397935017198248,0.9927317758227859,T-TEST
ce.1.114.APC.base.gff,-0.009555982071183904,0.9928331497904751,T-TEST
ce.1.115.APC.base.gff,nan,nan,T-TEST
ce.1.116.APC.base.gff,nan,nan,T-TEST
ce.1.117.APC.base.gff,-0.3966078020518092,0.7299736113027777,T-TEST
ce.1.118.APC.base.gff,-0.9999795001198123,0.373909767502391,T-TEST
ce.1.119.APC.base.gff,-0.32594510067173255,0.7608051553145843,T-TEST
ce.1.12.APC.base.gff,-0.19637460311865743,0.8624618263201969,T-TEST
ce.1.120.APC.base.gff,-0.008990761170358219,0.993046668302314,T-TEST
ce.1.121.APC.base.gff,0.9090909090909091,1.2676903834766066e-14,KS-TEST
ce.1.122.APC.base.gff,nan,nan,T-TEST
ce.1.123.APC.base.gff,-0.44916820799425666,0.6765718810741964,T-TEST
ce.1.124.APC.base.gff,-0.5134297777839746,0.6260023439532312,T-TEST
ce.1.125.APC.base.gff,-0.4691745037870904,0.6555084904163991,T-TEST
ce.1.126.APC.base.gff,-0.2516733060896951,0.8247928549221807,T-TEST
ce.1.127.APC.base.gff,-0.4805060453373661,0.6559657574199556,T-TEST
ce.1.128.APC.base.gff,-0.4990569996676345,0.635505894907765,T-TEST
ce.1.129.APC.base.gff,0.375,0.6601398601398599,KS-TEST
ce.1.13.APC.base.gff,nan,nan,T-TEST
ce.1.130.APC.base.gff,-0.441672077001042,0.7018908277980762,T-TEST
ce.1.131.APC.base.gff,-0.457624250372058,0.6921282116176315,T-TEST
ce.1.132.APC.base.gff,-0.027701028192860525,0.9792275494833402,T-TEST
ce.1.133.APC.base.gff,nan,nan,T-TEST
ce.1.134.APC.base.gff,-0.6476045111916356,0.5836517142305336,T-TEST
ce.1.135.APC.base.gff,nan,nan,T-TEST
ce.1.136.APC.base.gff,nan,nan,T-TEST
ce.1.137.APC.base.gff,-0.015850587171226702,0.9878675143553962,T-TEST
ce.1.138.APC.base.gff,-0.5453624246528096,0.5974574230893979,T-TEST
ce.1.139.APC.base.gff,-0.009171405841213533,0.992979719653662,T-TEST
ce.1.14.APC.base.gff,nan,nan,T-TEST
ce.1.140.APC.base.gff,-0.5594197680053975,0.6321636523068509,T-TEST
ce.1.141.APC.base.gff,-0.0008172238130145333,0.9993744434101297,T-TEST
ce.1.142.APC.base.gff,nan,nan,T-TEST
ce.1.143.APC.base.gff,-0.22590361567828618,0.8422617868145265,T-TEST
ce.1.144.APC.base.gff,-0.2720516878981584,0.7990474119340567,T-TEST
ce.1.145.APC.base.gff,nan,nan,T-TEST
ce.1.146.APC.base.gff,-0.20890274456144284,0.8538691499462894,T-TEST
ce.1.147.APC.base.gff,-0.0341375715640475,0.9744030355246174,T-TEST
ce.1.148.APC.base.gff,0.7647058823529411,3.9746208766961545e-05,KS-TEST
ce.1.149.APC.base.gff,-0.3446434392965506,0.7632297267269443,T-TEST
ce.1.15.APC.base.gff,-0.000637845024374827,0.9995036183437138,T-TEST
ce.1.150.APC.base.gff,-0.1211418344409704,0.9059783131067656,T-TEST
ce.1.151.APC.base.gff,-0.5686821639684786,0.626915101261774,T-TEST
ce.1.152.APC.base.gff,-0.4543485824660222,0.6655515062169852,T-TEST
ce.1.153.APC.base.gff,-0.44143936288221297,0.7020339507921849,T-TEST
ce.1.154.APC.base.gff,-0.5733364303605729,0.624291172382113,T-TEST
ce.1.155.APC.base.gff,nan,nan,T-TEST
ce.1.156.APC.base.gff,-0.3553731177996166,0.7344693818006136,T-TEST
ce.1.157.APC.base.gff,-0.5434771827500754,0.6412803177110588,T-TEST
ce.1.158.APC.base.gff,-0.3370881450310484,0.7681382232551606,T-TEST
ce.1.159.APC.base.gff,nan,nan,T-TEST
ce.1.16.APC.base.gff,nan,nan,T-TEST
ce.1.160.APC.base.gff,-0.45466179978297533,0.6939339830817288,T-TEST
ce.1.161.APC.base.gff,-0.5665149037891346,0.601318829362788,T-TEST
ce.1.162.APC.base.gff,-0.4160402421590238,0.7177743152024222,T-TEST
ce.1.163.APC.base.gff,-0.36613401329304196,0.7328080047083233,T-TEST
ce.1.164.APC.base.gff,-0.5992203566845775,0.6098634835384391,T-TEST
ce.1.165.APC.base.gff,-0.633211204653225,0.5609915711780123,T-TEST
ce.1.166.APC.base.gff,-0.08227314622064762,0.9383820010472255,T-TEST
ce.1.167.APC.base.gff,-0.4424034020464885,0.7014411818048736,T-TEST
ce.1.168.APC.base.gff,-0.4541492950218017,0.6942467181651011,T-TEST
ce.1.169.APC.base.gff,-0.4503226360469349,0.6758065171843765,T-TEST
